#r psf_med 
0.05 0.830049
0.15 0.789568
0.25 0.736578
0.35 0.628051
0.45 0.520982
0.55 0.408969
0.65 0.305003
0.75 0.222202
0.85 0.165766
0.95 0.119166
1.05 0.0707949
1.15 0.0467769
1.25 0.0136528
1.35 -0.00440551
1.45 -0.00726091
1.55 -0.00967251
1.65 -0.0114498
1.75 -0.0121215
1.85 -0.0128048
1.95 -0.0123737
2.05 -0.0131954
2.15 -0.0115761
2.25 -0.012067
2.35 -0.0109119
2.45 -0.0111751
2.55 -0.0134146
2.65 -0.01541
