#r psf_med 
0.05 0.900614
0.15 0.852951
0.25 0.744089
0.35 0.614327
0.45 0.461922
0.55 0.33522
0.65 0.254028
0.75 0.16316
0.85 0.0976869
0.95 0.0644941
1.05 0.0189189
1.15 0.00107817
1.25 -0.00835866
1.35 -0.0128756
1.45 -0.0151404
1.55 -0.0160782
1.65 -0.0168459
1.75 -0.016224
1.85 -0.0156789
1.95 -0.0154104
2.05 -0.0174971
2.15 -0.0141377
2.25 -0.0143709
2.35 -0.0136382
2.45 -0.00730296
2.55 -0.0089848
2.65 -0.0136454
