#r psf_med 
0.05 0.908519
0.15 0.872603
0.25 0.816757
0.35 0.713969
0.45 0.598463
0.55 0.482687
0.65 0.371435
0.75 0.276825
0.85 0.211896
0.95 0.140586
1.05 0.0871435
1.15 0.053358
1.25 0.0279656
1.35 0.00816472
1.45 -0.000789
1.55 -0.00905078
1.65 -0.0138044
1.75 -0.0156441
1.85 -0.0165018
1.95 -0.0180852
2.05 -0.0176586
2.15 -0.0183399
2.25 -0.0163079
2.35 -0.016036
2.45 -0.0140605
2.55 -0.0168433
2.65 -0.0172502
