#r psf_med 
0.05 0.815232
0.15 0.782424
0.25 0.73726
0.35 0.657677
0.45 0.551952
0.55 0.463553
0.65 0.313771
0.75 0.230148
0.85 0.165166
0.95 0.0810609
1.05 0.035321
1.15 0.0279113
1.25 0.000482745
1.35 -0.013328
1.45 -0.0134521
1.55 -0.0179266
1.65 -0.0188341
1.75 -0.0207812
1.85 -0.0184249
1.95 -0.0150348
2.05 -0.0133711
2.15 -0.011117
2.25 -0.00659042
2.35 -0.00682292
2.45 -0.00362463
2.55 -0.00520894
2.65 -0.00658553
