#r psf_med 
0.05 0.842066
0.15 0.797084
0.25 0.728159
0.35 0.60911
0.45 0.478372
0.55 0.362444
0.65 0.2483
0.75 0.174286
0.85 0.118457
0.95 0.0629065
1.05 0.0188072
1.15 0.00833453
1.25 -0.00790374
1.35 -0.0139651
1.45 -0.0126864
1.55 -0.013716
1.65 -0.0123067
1.75 -0.0125135
1.85 -0.0100178
1.95 -0.00448291
2.05 -0.00528501
2.15 0.00217593
2.25 -0.000139267
2.35 -0.00741733
2.45 -0.00454495
2.55 -0.00925119
2.65 -0.0127306
