#r psf_med 
0.05 0.888083
0.15 0.854761
0.25 0.806785
0.35 0.716512
0.45 0.604083
0.55 0.496292
0.65 0.383687
0.75 0.284543
0.85 0.217663
0.95 0.145884
1.05 0.0735768
1.15 0.0603834
1.25 0.027693
1.35 0.0109621
1.45 0.00250269
1.55 -0.00626074
1.65 -0.00785389
1.75 -0.0100873
1.85 -0.0108963
1.95 -0.0104441
2.05 -0.0109935
2.15 -0.00983262
2.25 -0.0111537
2.35 -0.0123528
2.45 -0.0101614
2.55 -0.0117932
2.65 -0.0128796
