#r psf_med 
0.05 0.897072
0.15 0.845479
0.25 0.734619
0.35 0.596987
0.45 0.436513
0.55 0.309533
0.65 0.22742
0.75 0.143599
0.85 0.081962
0.95 0.0534258
1.05 0.0126553
1.15 -0.00532822
1.25 -0.0101077
1.35 -0.0130789
1.45 -0.0129049
1.55 -0.0146208
1.65 -0.0143678
1.75 -0.0143273
1.85 -0.0149721
1.95 -0.0154312
2.05 -0.0152357
2.15 -0.0115252
2.25 -0.00968382
2.35 -0.0121216
2.45 -0.00505098
2.55 -0.0080996
2.65 -0.00908582
