#r psf_med 
0.05 0.914888
0.15 0.867614
0.25 0.756524
0.35 0.638473
0.45 0.478052
0.55 0.328878
0.65 0.289393
0.75 0.182098
0.85 0.105718
0.95 0.067772
1.05 0.0158025
1.15 0.00831017
1.25 -0.00461179
1.35 -0.00983714
1.45 -0.00275156
1.55 -0.0127146
1.65 -0.0150445
1.75 -0.0117255
1.85 -0.0181647
1.95 -0.018277
2.05 -0.0186395
2.15 -0.0176404
2.25 -0.0164892
2.35 -0.0182025
2.45 -0.0133994
2.55 -0.0150229
2.65 -0.0167685
