#r psf_med 
0.05 0.885231
0.15 0.840724
0.25 0.767616
0.35 0.642213
0.45 0.504581
0.55 0.377685
0.65 0.268507
0.75 0.171122
0.85 0.112071
0.95 0.0672371
1.05 0.0197055
1.15 -0.00375204
1.25 -0.0111236
1.35 -0.0165443
1.45 -0.0157295
1.55 -0.0155358
1.65 -0.0146487
1.75 -0.0134428
1.85 -0.0121893
1.95 -0.0112448
2.05 -0.0101389
2.15 -0.0092833
2.25 -0.0102226
2.35 -0.0120119
2.45 -0.0121184
2.55 -0.0146526
2.65 -0.0172707
