#r psf_med 
0.05 0.876217
0.15 0.81983
0.25 0.717352
0.35 0.563984
0.45 0.400897
0.55 0.269015
0.65 0.183041
0.75 0.10246
0.85 0.0526304
0.95 0.027426
1.05 0.00134983
1.15 -0.00468801
1.25 -0.0120773
1.35 -0.0156539
1.45 -0.0126788
1.55 -0.014794
1.65 -0.0145262
1.75 -0.0161487
1.85 -0.0123144
1.95 -0.00821554
2.05 -0.0120473
2.15 -0.00718257
2.25 -0.00743478
2.35 -0.0140008
2.45 -0.00816559
2.55 -0.00684882
2.65 -0.00249291
