#r psf_med 
0.05 0.893292
0.15 0.860808
0.25 0.813411
0.35 0.724919
0.45 0.613727
0.55 0.507377
0.65 0.396694
0.75 0.296299
0.85 0.228232
0.95 0.155829
1.05 0.0806534
1.15 0.0673453
1.25 0.0313426
1.35 0.0144611
1.45 0.00713222
1.55 -0.00353248
1.65 -0.00693084
1.75 -0.00980024
1.85 -0.0103015
1.95 -0.0109644
2.05 -0.0107108
2.15 -0.0101119
2.25 -0.0103479
2.35 -0.012262
2.45 -0.0101473
2.55 -0.0108355
2.65 -0.0115534
